Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-188.80626	111.974335	41.16647	-492.18863	97.439026	0.17243949	0.048845332	0.2413263	-0.05117932	4000	0.0016329878	13672.744	0.0	-925.69434	1.3827212	0.0	2.9804537296295166
1	-208.35172	121.06883	1.2324022	-474.08582	92.0	-4.638337	0.3869734	-1.0429282	-5.2564573	8000	-0.0014152317	15549.641	0.0	-1013.5713	1.3841184	2.9802322e-10	5.9873738288879395
2	-177.28505	130.20854	103.35216	-474.9041	123.1875	-9.321039	0.46334207	-2.1855705	-9.608784	12000	-0.0032778971	8905.177	0.0	-289.99512	1.381892	-4.4703483e-10	9.904990911483765
3	-150.43933	99.36521	2.819382	-387.1387	95.87805	-11.83298	0.15589176	-9.16215	-11.933997	16000	-0.0018437613	7501.7	0.0	-325.6704	1.3803948	1.4901161e-10	13.1699059009552
4	-161.45209	117.78741	16.417149	-472.5127	105.35135	-14.288084	0.17235714	-12.489908	-14.365077	20000	-0.002007234	9112.11	0.0	-337.8662	1.3779273	7.748604e-10	16.36608099937439
5	-189.12848	93.688614	-68.30041	-425.93198	102.4359	-16.840101	0.08622573	-15.358281	-16.88255	24000	-0.004556958	8603.918	0.0	-454.89844	1.3753201	1.6093255e-09	19.40041184425354
6	-169.38672	104.01751	7.9175634	-520.9788	105.945946	-19.740765	0.06312932	-18.822325	-19.771597	28000	-0.0061767567	7398.514	0.0	-292.7544	1.3741525	-1.4603138e-09	22.45388698577881
7	-153.17554	95.70179	22.385164	-381.2175	105.97298	-22.12346	0.04973757	-21.124018	-22.146297	32000	-0.002186489	5465.449	0.0	-228.78516	1.3708783	1.847744e-09	25.52611994743347
8	-159.98125	101.09775	-25.53219	-520.48846	113.457146	-24.234413	0.15682092	-20.965916	-24.262695	36000	0.00075750327	5928.389	0.0	-220.14697	1.3684607	-4.4703483e-10	28.621367692947388
9	-149.5132	82.40697	-22.923723	-405.06644	109.583336	-26.327875	0.13903597	-20.144077	-26.344538	40000	-0.007318118	4466.246	0.0	-208.17285	1.3638909	-2.2351743e-09	31.682616710662842
10	-115.565994	73.27596	34.07771	-320.73483	106.0	-28.392962	0.07677136	-26.975405	-28.414814	44000	-0.00817681	3031.533	0.0	-86.89697	1.3628621	-3.5762787e-10	34.77923583984375
11	-154.54224	82.261345	9.951553	-382.6939	107.55556	-29.79624	0.12875281	-27.483486	-29.821226	48000	-0.00533647	4241.524	0.0	-185.30566	1.3524547	-4.0233136e-10	37.853739976882935
12	-137.09697	75.08108	-21.051172	-269.10553	113.08572	-31.797281	0.014767867	-31.190908	-31.806377	52000	-0.00494114	2810.2776	0.0	-118.55347	1.3477963	-7.4505807e-10	40.97292494773865
13	-121.673744	61.69927	-16.446512	-304.23007	108.666664	-33.472416	0.08612957	-31.4527	-33.486877	56000	-0.0110198995	2062.8179	0.0	-91.704346	1.3514628	-9.387732e-10	44.081384897232056
14	-122.524704	81.01478	1.7606744	-374.16528	106.91892	-34.96808	0.010975301	-34.73224	-34.975807	60000	-0.0010425209	3116.448	0.0	-83.45996	1.3397508	-1.9967556e-09	47.17314100265503
15	-131.69499	88.37607	44.0839	-375.31573	105.48649	-36.413948	0.055632383	-35.442436	-36.425705	64000	-0.0065545845	3339.3423	0.0	-142.92212	1.330198	5.960465e-11	50.27533483505249
16	-126.02395	74.15542	-17.568424	-421.4287	104.289474	-38.310608	0.039274007	-37.40507	-38.318092	68000	-0.008773185	2304.9736	0.0	-92.24536	1.3242977	-7.4505804e-11	53.34870386123657
17	-104.738335	62.90611	4.07936	-246.41167	117.47059	-39.905087	0.019184757	-39.537308	-39.91205	72000	-0.016971512	1559.469	0.0	-26.949951	1.3285158	4.4703484e-11	56.46796178817749
18	-149.9347	70.07665	-30.952198	-302.46307	117.117645	-40.814014	0.012834816	-40.54271	-40.820023	76000	-0.018060101	2641.1672	0.0	-123.187744	1.3149264	2.4586917e-09	59.62964200973511
19	-120.497375	68.13133	3.6834972	-309.1556	112.62857	-42.640892	0.042661134	-41.56302	-42.647816	80000	-0.0070921774	2183.1865	0.0	-58.18799	1.3081244	3.427267e-10	62.742263078689575
20	-142.19476	86.035416	6.777805	-347.67838	120.757576	-43.995228	0.010110765	-43.81099	-44.000736	84000	-0.018367665	2911.7017	0.0	-93.88574	1.2893443	5.364418e-10	65.90961575508118
21	-138.98016	90.78295	-1.4834371	-299.6723	131.7931	-45.67165	0.023952171	-44.966084	-45.678173	88000	-0.023598993	2189.9932	0.0	-46.58618	1.2801689	1.0728836e-09	69.10272574424744
22	-144.0547	78.12372	-16.216164	-305.4629	150.88461	-46.92344	0.00494812	-46.819977	-46.92784	92000	-0.0125948535	2003.0293	0.0	-29.389282	1.2663385	4.1723253e-10	72.34563779830933
23	-139.39111	82.912186	-2.133917	-284.5918	124.4375	-47.91521	0.14007401	-45.104786	-47.92826	96000	-0.008341178	2254.6003	0.0	-45.66211	1.2529734	5.960465e-11	75.52659678459167
24	-117.99787	85.62974	7.390716	-246.58179	175.90909	-49.074623	0.20846303	-48.034325	-49.147297	100000	-0.002490083	1956.5804	0.0	-269.70276	1.2664776	-1.4901161e-09	79.6189477443695
25	-143.8702	105.22713	48.08663	-422.29688	146.48148	-48.43426	5.2424607	33.949207	-49.237957	104000	0.022212682	3506.116	0.0	-193.64941	1.2366885	-1.013279e-09	82.88700079917908
26	-108.687416	100.776405	10.584033	-328.54605	218.71428	-50.135586	0.7938536	-36.67577	-50.35612	108000	0.0047798357	2369.7686	0.0	-65.65259	1.2680203	-5.9604643e-10	88.54117393493652
