Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-240.85304	140.21948	3.2711353	-551.4044	85.521736	-0.08955033	0.03476512	0.09861755	-0.30860186	4000	0.0166919	23301.246	0.0	-1079.6045	1.3499324	7.7486034e-10	0.9611871242523193
1	-185.27644	108.821045	-12.219913	-575.7177	92.809525	-3.7033517	0.8986024	2.6355944	-4.55493	8000	-0.015229493	13293.739	0.0	-809.3384	1.3473682	7.450579e-11	1.8971891403198242
2	-112.63157	58.71331	35.838093	-331.37137	89.704544	-7.8666573	0.16225341	-5.8058085	-7.967753	12000	-0.0050801113	4391.729	0.0	-230.0791	1.3103136	-4.917383e-10	2.834622859954834
3	-122.682495	56.61132	-41.62159	-310.9324	99.89744	-9.987455	0.18154773	-7.2685122	-10.06848	16000	-0.007298328	4536.212	0.0	-256.89673	1.302968	1.1622906e-09	3.7903099060058594
4	-105.559555	67.059235	-15.259232	-348.88412	117.757576	-12.214379	0.11585597	-10.263277	-12.27108	20000	-0.00044547953	3004.915	0.0	-123.99939	1.2603041	6.705523e-10	4.794373035430908
5	-86.084	46.620514	12.375382	-227.1609	124.870964	-13.862213	0.06553152	-12.80878	-13.909976	24000	-0.014575147	1889.1582	0.0	-71.76459	1.23027	1.4305115e-09	5.80067777633667
6	-90.790016	70.088455	30.699154	-267.8114	159.16667	-15.145908	0.11119563	-13.370803	-15.201158	28000	-0.0010965457	2155.3438	0.0	-59.05182	1.1609066	9.2387203e-10	6.869433164596558
7	-105.454414	71.31266	-0.32326782	-255.82515	274.2143	-16.071672	0.7092133	-13.050317	-16.391603	32000	0.016008142	1533.1711	0.0	-23.655151	1.1293969	2.9802327e-11	8.689884901046753
8	-232.62772	154.05089	-12.42671	-518.93146	393.55554	-16.934528	0.4703791	-14.723397	-17.213516	36000	0.050169025	3378.59	0.0	-96.73865	1.0641512	-2.6524067e-09	10.874873161315918
9	-133.48085	70.09167	-8.890568	-252.90674	353.0	-18.468939	0.98823184	-11.28875	-18.796978	40000	0.055522934	1826.2966	0.0	-48.859802	1.0543536	-2.771616e-09	12.759778022766113
10	-27.07761	51.331432	55.67947	-122.00112	448.2857	-19.682447	0.23298153	-18.753849	-19.85384	44000	0.014431834	1289.6831	0.0	-23.09021	1.1139235	-2.3841862e-10	14.55768084526062
11	-46.63686	57.029488	48.557476	-158.63547	239.11111	-18.946976	0.24627484	-17.7295	-19.10864	48000	0.031573474	1473.7745	0.0	-6.7025146	1.0879829	3.4719707e-09	16.858690977096558
12	-81.07634	106.20197	58.801556	-183.34384	570.6667	-18.451189	0.25512043	-16.053156	-18.64244	52000	0.006873226	1686.4524	0.0	-4.5410767	1.0967028	-4.6193602e-10	19.05770182609558
13	21.717054	46.5687	68.87256	-52.053932	1000.0	-18.222504	0.17861852	-17.302328	-18.414616	56000	0.03690775	784.1498	0.0	-32.88678	1.0729756	2.2053719e-09	21.47216510772705
14	0.053338688	29.696709	49.865307	-51.767254	296.33334	-17.26689	0.13412781	-16.673979	-17.356474	60000	0.04971081	1319.8638	0.0	-41.99176	0.9723711	2.384186e-10	24.008988857269287
15	45.772396	78.68826	211.08405	-20.823425	273.9091	-15.952579	0.20855616	-15.029713	-16.063679	64000	0.03733444	2097.9783	0.0	-89.94916	0.8739071	4.4703574e-11	26.227763891220093
16	4.2563963	72.985756	226.86206	-81.399765	165.7	-14.040918	0.22993493	-12.831102	-14.191601	68000	0.038723435	2315.7354	0.0	-37.153076	0.8730962	1.1920928e-10	27.584661960601807
17	1.2303723	121.698875	261.38904	-203.48294	219.63637	-12.714324	0.27286628	-11.403497	-12.888117	72000	0.0415029	1975.263	0.0	-60.161255	0.763448	1.04308145e-10	29.174158096313477
18	33.052322	109.24282	234.79646	-71.86628	237.76923	-11.105079	0.4442314	-8.41966	-11.368868	76000	0.023378074	2067.0134	0.0	-148.99548	0.6557324	-1.6242265e-09	30.970829963684082
19	8.8091345	107.57269	214.66463	-97.851715	312.72726	-7.4850426	1.2698979	-3.1191058	-9.210902	80000	-0.0069644023	2037.3235	0.0	-123.282104	0.7589619	-8.1956386e-10	32.67153000831604
20	5.2531476	86.72417	208.21117	-76.273994	181.04546	-5.645462	3.9413345	6.604297	-7.8323083	84000	0.016569156	2128.1824	0.0	-57.065918	0.73416746	-1.4454127e-09	33.908944845199585
21	10.216802	96.61724	211.47363	-104.549286	282.64285	-3.2832148	5.0256486	7.348101	-6.7325587	88000	-0.012215375	1936.493	0.0	-22.002441	0.8734875	-1.5795231e-09	35.582019090652466
22	50.32567	89.952515	246.24731	-59.37094	219.41667	-3.9136567	4.542356	7.4693265	-6.6189733	92000	-0.0014419588	1526.1334	0.0	-55.805725	0.75899494	-4.917383e-10	37.312955141067505
23	62.56335	67.75444	124.89776	-58.484184	543.8333	1.5870483	4.838503	7.1081624	-5.1694193	96000	-0.02728397	1052.8032	0.0	-43.47052	0.8463268	-2.7120113e-09	39.55314779281616
24	61.92304	37.36601	113.08407	14.155593	433.0	2.4933176	3.0929725	6.6519732	-3.7145305	100000	0.042387076	786.4245	0.0	-81.5426	0.81823486	-1.1622906e-09	41.74385690689087
25	22.144821	69.44954	127.467316	-91.7027	441.625	3.1508203	1.0037029	6.095096	-3.388749	104000	0.02259055	1119.825	0.0	-69.58276	0.8387487	-3.1441452e-09	44.24987292289734
26	-34.53524	121.55535	42.64286	-275.5011	607.2	3.0222254	2.570067	6.4470906	-6.080241	108000	-0.038845062	960.54767	0.0	-145.7965	0.94634056	2.9802322e-10	47.28998899459839
27	-253.69876	124.1503	-104.75772	-385.66434	935.75	-4.9370403	0.6115851	0.16682297	-5.7525477	112000	-0.028416835	1373.804	0.0	-134.0831	0.97032905	9.834766e-10	50.214370012283325
28	-34.34358	182.89566	144.47308	-340.2476	755.75	-8.093719	1.3379879	1.0243392	-9.1254225	116000	-0.062465087	920.09375	0.0	-118.32895	0.94486296	4.2766333e-09	52.771761894226074
29	-97.15188	214.03598	227.16165	-310.5328	528.7143	-6.272686	4.7862363	9.393622	-10.115607	120000	-0.089727685	2111.484	0.0	-282.33405	0.852156	1.5795231e-09	54.80981492996216
30	-118.11996	129.35849	20.354364	-327.3218	487.8	-8.678027	7.692696	12.90387	-13.435321	124000	0.029715378	888.714	0.0	-136.38461	0.9243622	2.1904707e-09	57.41132998466492
31	77.81625	93.76131	251.24951	-29.086899	597.6667	-2.527893	10.670553	14.689722	-15.27244	128000	-0.016822934	682.3971	0.0	-116.929054	0.83002853	-7.1525574e-10	59.765867948532104
32	108.44084	56.6475	201.18352	27.625645	731.2	1.186509	9.642654	15.36117	-15.682518	132000	0.0053193644	459.4914	0.0	-53.78737	0.78552866	1.2665987e-09	62.782816886901855
