Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
27	-29.59055	29.737495	29.97454	-81.534645	256.2	-52.90823	0.00845049	-52.825672	-52.91414	112000	-5.960465e-11	792.9922	-0.032981537	-1.8875122	0.6993064	0.07394908	0.35975	79.0	174.1293170452118
28	-58.242012	39.47447	4.5801435	-115.650085	428.5	-52.730278	0.0060722902	-52.664402	-52.735264	116000	2.3841857e-09	1007.8955	-0.03797558	-32.493286	0.74335885	0.057293534	0.28525	79.0	181.70016884803772
29	-167.41827	178.15474	15.435029	-584.01685	344.9091	-53.463676	2.7097867	7.35167	-53.66433	120000	-2.0295381e-08	30826.152	-0.027987368	-1022.3125	0.6478637	0.12865935	0.478	79.0	188.64638805389404
30	-43.373066	58.849293	87.59071	-127.67275	406.1111	-58.696712	0.018005382	-58.509968	-58.702244	124000	2.3245812e-09	2298.834	-0.03917225	0.6459961	0.66564935	0.043384057	0.239	79.0	196.60246920585632
31	-86.13827	114.408264	89.33402	-358.86575	434.22223	-58.721275	0.005107864	-58.606525	-58.723614	128000	4.4107438e-09	6535.5806	-0.04102403	-40.15039	0.7044858	0.06260593	0.263	79.0	204.99601411819458
32	-62.38057	146.69753	123.53273	-372.43286	423.1111	-59.69693	0.018054143	-59.479267	-59.702545	132000	-3.695488e-09	8856.489	-0.032121133	-20.011719	0.608618	0.07945874	0.312	79.0	213.18537020683289
33	-74.37429	124.26709	117.046394	-258.45905	498.625	-60.491276	0.031776216	-59.865063	-60.49806	136000	3.7550927e-09	7599.5737	-0.044976454	-34.75244	0.63753885	0.09222831	0.2475	79.0	262.8300552368164
34	-68.87244	189.0238	130.88506	-529.9099	476.0	-61.50735	0.0054386007	-61.428654	-61.50944	140000	-1.1317432e-08	12317.989	-0.044151705	-7.1279297	0.6548638	0.060008217	0.20525	79.0	62213.767416000366
35	-43.958904	128.08934	112.05262	-185.33655	754.4	-62.0196	0.0073324325	-61.89133	-62.021477	144000	1.0371208e-08	3173.0085	-0.04314432	-23.491943	0.6720237	0.051970348	0.25025	79.0	62222.0465798378
36	-209.92004	135.2918	-15.916401	-381.43005	430.66666	-61.205948	0.009467215	-61.061344	-61.208675	148000	1.4781952e-08	19081.08	-0.04768183	-864.83594	0.65824413	0.09157667	0.36125	79.0	62230.65874195099
37	-31.049154	216.70688	209.89435	-379.44803	596.6667	-66.044205	0.013860799	-65.89523	-66.04903	152000	-1.013279e-08	18037.027	-0.03878649	-101.45703	0.5551952	0.092309825	0.207	79.0	62239.127301216125
38	17.753164	115.91984	197.68127	-94.05638	566.2857	-64.67032	0.007950049	-64.47847	-64.67294	156000	-4.4047834e-08	11079.182	-0.022004077	-456.38086	0.6086407	0.0724972	0.25825	79.0	62248.179037094116
39	-15.231411	56.365795	118.305305	-87.14633	452.625	-61.114773	0.04366255	-60.55064	-61.12543	160000	-2.0503998e-08	2136.5715	-0.026927048	-54.36255	0.57065237	0.080692075	0.276	79.0	62255.935463905334
40	46.564087	101.90456	196.69693	-55.291157	660.3333	-59.715034	0.08291523	-58.26597	-59.729355	164000	-5.4717063e-08	6397.6733	-0.024649411	-197.28516	0.60355353	0.045567192	0.185	79.0	62264.98495721817
41	-29.649193	65.341896	145.80304	-141.35123	307.0909	-57.388184	0.012002073	-57.209	-57.393143	168000	1.1920929e-09	2007.1351	-0.042363085	-34.048584	0.63390464	0.06253684	0.238	79.0	62272.47250509262
42	24.445356	88.56943	211.6929	-59.663883	516.5714	-56.28774	0.010844768	-56.160797	-56.293716	172000	3.3974647e-08	5312.913	-0.03308422	-932.30273	0.588104	0.16589467	0.4475	79.0	62280.00283694267
43	6.034555	43.819553	126.20351	-48.18726	271.16666	-49.16179	16.114437	26.83772	-54.053234	176000	3.3378602e-09	4911.254	-0.042841084	-2052.095	0.5794802	0.06610406	0.245	79.0	62286.61469888687
44	31.397478	108.32135	199.05798	-131.95055	570.0	0.18329035	10.585467	21.143719	-26.67351	180000	-8.225441e-09	6266.7583	-0.031402886	-545.2124	0.6943168	0.07115926	0.273	79.0	62294.51783800125
45	110.39498	17.032024	130.47623	86.85511	1000.0	2.009068	6.1079326	13.954986	-6.872516	184000	0.0	2324.3464	0.038240846	-164.04028	0.7528494	0.80440795	0.5525	79.0	62302.280906915665
46	98.31834	129.3575	265.53177	-126.90773	640.6667	-2.3677444	1.6219057	8.009459	-4.5396466	188000	2.8371812e-08	8891.996	-0.029903634	-1097.6221	0.6060474	0.055217914	0.2155	79.0	62309.268465042114
47	-29.122894	104.37476	118.7934	-228.02603	547.8571	22.575117	12.625531	45.75618	-5.087823	192000	-6.6757204e-09	5947.106	-0.037099577	-2664.352	0.60738724	0.08951823	0.2285	79.0	62317.452228069305
48	-25.330206	87.524796	130.8003	-124.98175	650.4	-7.2658024	3.0068655	7.397041	-19.503883	196000	-2.861023e-09	4363.245	-0.036667343	-1991.4509	0.62761384	0.06422044	0.197	79.0	62324.9951570034
49	2.9019864	67.85457	114.258446	-85.82406	438.0	-23.82946	16.512281	1.2618072	-44.53958	200000	-7.7486035e-09	1366.2991	-0.03653341	-44.05432	0.6110925	0.06818539	0.332	79.0	62332.72421813011
