Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-221.95667	144.15434	6.428892	-520.73376	98.375	0.17613634	0.050544128	0.25472564	-0.04030563	4000	0.0030117203	19321.3	0.0	-1068.9219	1.3827145	-1.1026859e-09	2.920525074005127
1	-291.17685	108.594894	-77.83293	-454.99493	83.59574	-3.9418008	1.0017092	1.3401309	-4.9760976	8000	0.0077305604	28704.873	0.0	-1759.6797	1.297536	5.9604643e-10	5.90872597694397
2	-119.81563	59.081814	-21.99785	-298.27335	101.89744	-9.64629	0.4147751	-1.8136066	-9.784229	12000	-0.0033175831	4254.3984	0.0	-189.99219	1.3340099	-1.3411046e-09	8.937588214874268
3	-205.48288	81.82894	9.414246	-381.31635	102.68421	-11.329893	0.49077177	-3.102538	-11.480795	16000	-0.0012933724	11112.924	0.0	-478.6914	1.3130757	-5.662441e-10	11.995238304138184
4	-145.4628	75.6133	16.396698	-323.40942	116.84849	-13.926408	0.12782173	-12.624128	-13.991423	20000	-0.0013770441	5006.607	0.0	-192.06787	1.2867774	1.4603138e-09	15.109951972961426
5	-97.905174	72.11303	-4.9881697	-328.4562	141.75	-15.690931	0.073067985	-14.501748	-15.74786	24000	-0.0328859	2531.081	0.0	-73.2334	1.2427049	9.23872e-10	18.268086194992065
6	-53.14309	59.482735	41.122097	-160.9652	242.25	-16.6821	0.36709434	-15.0849085	-16.883127	28000	-0.016002327	996.2761	0.0	-0.58203125	1.1754628	1.4901162e-11	22.868082284927368
7	-251.85834	152.36362	37.819706	-443.9362	292.33334	-16.734442	0.507849	-14.55055	-17.051498	32000	0.049652595	5618.541	0.0	-87.390625	1.1087321	1.0877848e-09	27.688287258148193
8	-80.881035	67.3088	42.710903	-185.94292	281.33334	-18.03521	0.36294436	-16.304163	-18.259897	36000	0.037471775	1580.9456	0.0	-0.42236328	1.0819345	7.599592e-10	32.34773302078247
9	-16.138485	53.259262	46.46088	-134.67442	394.0	-17.8035	0.4796955	-16.361376	-18.240242	40000	0.0070371	1424.0433	0.0	-10.590576	1.1209233	1.0877848e-09	38.249582052230835
10	15.686549	27.120705	54.518066	-40.236107	352.77777	-17.292692	0.51619625	-15.788438	-17.763226	44000	0.015420763	1149.1125	0.0	-21.134766	1.1550181	9.834766e-10	44.92088031768799
11	14.742802	29.635384	70.93441	-49.2472	234.58824	-16.700315	0.56470525	-15.03473	-17.079967	48000	-0.0046982337	1578.158	0.0	-25.408203	1.1330006	5.662441e-10	49.777409076690674
12	5.2064753	26.358587	47.701157	-61.756912	121.06061	-16.191174	0.093920074	-15.651009	-16.283646	52000	0.010391834	1551.968	0.0	-18.464111	1.0803277	1.475215e-09	52.89749312400818
13	11.387693	23.038006	52.86254	-54.259453	175.95238	-15.282033	0.47369242	-13.459407	-15.562552	56000	0.019704087	1588.9048	0.0	-24.432617	1.0815488	-2.8312205e-10	57.39192008972168
