Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-195.34334	127.7387	5.70592	-479.46	92.97619	-0.15467255	0.02424528	-0.041529708	-0.23188008	4000	0.0050276667	15389.227	0.0	-946.1172	1.3784585	-1.3709068e-09	1.0329878330230713
1	-163.96138	95.65268	31.318174	-364.1269	92.06977	-4.4041667	0.86455864	3.21567	-5.5038943	8000	-0.001549691	10120.709	0.0	-662.9409	1.3794763	-9.2387203e-10	2.0127339363098145
2	-205.98697	112.96967	9.279751	-479.4377	90.906975	-8.693375	0.33713192	4.772179	-8.862142	12000	0.00516551	14332.517	0.0	-707.77246	1.379252	1.192093e-09	3.0594658851623535
3	-222.73174	138.46776	25.635502	-549.4175	99.35	-12.104945	1.2996626	5.22387	-12.330484	16000	0.0041345544	15938.447	0.0	-679.374	1.3795376	1.7881392e-10	4.086146116256714
4	-227.40558	140.69421	23.473045	-537.4138	96.97561	-15.420057	0.18866079	-12.782742	-15.480671	20000	0.0030486025	17010.0	0.0	-618.58984	1.3801453	-9.536744e-10	5.095274925231934
5	-208.34915	115.07619	-56.98801	-500.0035	93.40476	-18.484129	0.093985885	-16.737452	-18.514217	24000	-0.0009710267	12969.451	0.0	-531.3169	1.3802226	1.5199184e-09	6.062577962875366
6	-200.53946	133.454	38.040676	-471.99036	126.548386	-21.200706	0.36413223	-18.498453	-21.309088	28000	0.0009854883	9297.558	0.0	-208.2854	1.3807048	8.642673e-10	7.591002941131592
7	-236.98476	126.76952	-50.439877	-522.9809	95.60976	-23.10059	0.018511435	-22.756897	-23.115732	32000	0.004639715	14992.131	0.0	-566.2573	1.3805726	3.874302e-10	8.56520390510559
8	-183.31142	115.04905	29.046156	-488.38925	90.61905	-25.955019	0.19051732	-22.183739	-25.984188	36000	-0.00038899854	9076.553	0.0	-330.83984	1.3808115	9.536744e-10	9.54944896697998
9	-202.9342	122.652534	-34.52427	-493.00024	93.190475	-28.251793	0.052276082	-27.131786	-28.265068	40000	0.0013216697	10765.543	0.0	-371.3916	1.3811358	-2.9802327e-11	10.529989957809448
10	-189.17012	125.477646	18.102709	-528.9029	94.54762	-30.647131	0.059914563	-29.122356	-30.660198	44000	0.0008196607	9996.301	0.0	-316.21875	1.3811556	5.9604655e-11	11.511342763900757
11	-187.91225	124.26355	24.26502	-453.3654	102.5	-32.896484	0.03624177	-31.632565	-32.904564	48000	0.0017395467	8042.284	0.0	-225.34131	1.381375	8.940697e-10	12.514144897460938
12	-202.73698	108.779884	-53.116356	-479.25775	94.97619	-34.826008	0.15069544	-31.960196	-34.840767	52000	-0.0011990815	9205.096	0.0	-349.95386	1.3814244	4.4703483e-10	13.510689973831177
13	-157.13838	94.61721	62.992847	-396.95303	109.02778	-37.11224	0.39646628	-34.825146	-37.216305	56000	4.3854117e-05	4689.705	0.0	-134.60571	1.3818457	-7.45058e-10	15.072380781173706
14	-180.87523	102.6901	35.53614	-412.85538	90.83721	-38.45196	0.44394857	-27.119043	-38.49701	60000	-0.0009899251	6602.5176	0.0	-243.12134	1.381873	-4.1723253e-10	16.05399489402771
