Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	19.382353	10.174983	69.0	9.0	19.382353	0.048425462	0.034953844	0.1552598	-0.045688227	4000	-6.3329935e-08	207.81982	-0.017348219	-24.127174	0.6821073	0.0112752095	0.14675	79.0	0.588979959487915
1	22.877907	12.248977	87.0	9.0	22.877907	1.1332161	0.11761201	1.63661	0.36828327	8000	-6.053597e-08	252.20338	-0.013510152	-34.823742	0.69148886	0.007725816	0.109500006	79.0	1.083456039428711
2	28.085714	18.521988	103.0	9.0	28.085714	2.681715	0.17323823	3.6048717	1.5936372	12000	-2.9802322e-08	390.59717	-0.015492994	-63.288383	0.68341863	0.008676616	0.061750002	79.0	1.5701990127563477
3	33.033615	16.514284	108.0	10.0	33.033615	4.952809	0.38960224	6.884746	2.0910053	16000	-3.3527613e-08	320.62042	-0.010364674	-61.43212	0.6677283	0.0060408143	0.039750002	79.0	2.0609731674194336
4	47.682926	28.762646	146.0	10.0	47.682926	7.2144103	1.2667178	10.064468	-0.8726094	20000	-1.0896474e-07	634.4297	-0.012292388	-134.39691	0.6533712	0.0047574267	0.0315	79.0	2.549015998840332
5	62.9	38.258198	184.0	17.0	62.9	11.094986	1.2244838	12.64821	3.1156588	24000	1.8626451e-08	850.5459	-0.0112408735	-171.17252	0.64351475	0.0018293043	0.02775	79.0	3.0322580337524414
6	80.152176	47.704693	193.0	18.0	80.152176	15.708097	0.6569994	17.126719	12.775989	28000	-4.656613e-09	993.5901	-0.009990265	-183.84024	0.6320706	0.0028766133	0.02475	79.0	3.5149121284484863
7	107.314285	54.611237	200.0	16.0	107.314285	20.245474	0.724377	22.071232	16.194332	32000	-3.3527613e-08	1094.0969	-0.008927209	-192.2852	0.6194259	0.0031400938	0.015999999	79.0	4.0028111934661865
8	149.16667	45.19833	200.0	35.0	149.16667	24.686243	0.4800826	25.907604	21.214176	36000	-1.0430813e-07	1227.9755	-0.002978908	-221.37753	0.61341745	0.00081141695	0.007999999	79.0	4.499847173690796
9	126.31035	52.148396	200.0	22.0	126.31035	29.178226	0.6054077	30.085361	24.899517	40000	9.778887e-08	878.55774	-0.008073093	-118.952484	0.6017097	0.008260377	0.05275	79.0	4.987143278121948
