step,loss_function,target_value,elapsed_time
64900,6.72126e-03,4.14738e+00,1690
65000,7.05900e-03,4.15177e+00,1693
65100,7.07773e-03,4.14267e+00,1695
65200,7.06886e-03,4.14555e+00,1698
65300,6.11937e-03,4.13482e+00,1700
65400,6.61201e-03,4.15039e+00,1703
65500,7.26309e-03,4.15074e+00,1706
65600,6.95863e-03,4.16354e+00,1708
65700,6.63856e-03,4.14853e+00,1711
65800,7.16670e-03,4.14866e+00,1713
65900,6.11927e-03,4.14852e+00,1716
66000,6.33708e-03,4.14321e+00,1719
66100,6.62470e-03,4.14295e+00,1721
66200,6.49744e-03,4.14683e+00,1724
66300,5.71177e-03,4.14914e+00,1726
66400,5.50009e-03,4.15452e+00,1729
66500,6.32424e-03,4.16376e+00,1731
66600,6.17203e-03,4.14931e+00,1734
66700,7.51169e-03,4.15881e+00,1737
66800,7.11533e-03,4.15844e+00,1739
66900,6.90655e-03,4.15222e+00,1742
67000,7.57680e-03,4.14872e+00,1744
67100,6.72577e-03,4.14207e+00,1747
67200,5.45040e-03,4.15089e+00,1749
67300,6.78283e-03,4.14623e+00,1752
67400,5.79227e-03,4.14700e+00,1755
67500,5.95889e-03,4.15130e+00,1757
67600,7.43825e-03,4.15242e+00,1760
67700,6.44627e-03,4.15525e+00,1762
67800,7.74085e-03,4.16551e+00,1765
67900,7.30576e-03,4.15472e+00,1768
68000,5.83072e-03,4.14713e+00,1770
68100,8.19136e-03,4.16419e+00,1773
68200,6.22503e-03,4.15739e+00,1775
68300,6.86966e-03,4.15248e+00,1778
68400,6.40989e-03,4.14685e+00,1780
68500,6.89266e-03,4.16304e+00,1783
68600,7.09306e-03,4.16399e+00,1786
68700,6.86482e-03,4.16036e+00,1788
68800,6.04443e-03,4.16423e+00,1791
68900,6.55895e-03,4.16090e+00,1793
69000,5.66740e-03,4.15680e+00,1796
69100,5.15215e-03,4.16099e+00,1799
69200,5.11054e-03,4.16184e+00,1801
69300,7.58212e-03,4.16177e+00,1804
69400,6.17572e-03,4.15570e+00,1806
69500,7.78317e-03,4.15892e+00,1809
69600,7.28516e-03,4.15536e+00,1812
69700,6.66605e-03,4.16287e+00,1814
69800,5.53137e-03,4.16218e+00,1817
69900,6.13719e-03,4.16075e+00,1819
70000,5.28909e-03,4.15726e+00,1822
70100,6.79692e-03,4.15616e+00,1825
70200,6.50295e-03,4.16116e+00,1827
70300,6.51702e-03,4.15946e+00,1830
70400,6.94062e-03,4.17692e+00,1832
70500,6.02553e-03,4.16359e+00,1835
70600,7.45790e-03,4.16232e+00,1838
70700,6.41687e-03,4.16080e+00,1840
70800,7.73326e-03,4.16270e+00,1843
70900,6.88616e-03,4.16326e+00,1845
71000,6.65925e-03,4.15426e+00,1848
71100,7.19221e-03,4.17445e+00,1851
71200,5.79260e-03,4.16171e+00,1853
71300,6.25684e-03,4.17828e+00,1856
71400,6.37186e-03,4.16702e+00,1858
71500,6.59009e-03,4.17133e+00,1861
71600,6.52472e-03,4.16207e+00,1864
71700,6.66117e-03,4.16843e+00,1866
71800,6.57158e-03,4.15741e+00,1869
71900,6.67025e-03,4.15887e+00,1871
72000,5.55364e-03,4.16657e+00,1874
72100,8.01561e-03,4.17260e+00,1876
72200,8.95591e-03,4.17076e+00,1879
72300,7.66232e-03,4.17007e+00,1882
72400,6.29377e-03,4.16881e+00,1884
72500,5.89023e-03,4.16791e+00,1887
72600,5.79061e-03,4.16900e+00,1889
72700,9.05343e-03,4.17960e+00,1892
72800,7.62019e-03,4.17597e+00,1895
72900,9.64866e-03,4.17459e+00,1897
73000,6.18502e-03,4.16205e+00,1900
73100,5.72979e-03,4.17361e+00,1902
73200,5.81930e-03,4.16314e+00,1905
73300,5.96842e-03,4.17020e+00,1907
73400,5.81316e-03,4.16067e+00,1910
73500,6.28406e-03,4.17385e+00,1913
73600,5.88201e-03,4.17066e+00,1915
73700,7.09897e-03,4.16995e+00,1918
73800,6.76760e-03,4.17115e+00,1920
73900,8.10188e-03,4.17575e+00,1923
74000,6.74486e-03,4.16962e+00,1926
74100,6.50366e-03,4.15817e+00,1928
74200,6.56162e-03,4.17145e+00,1931
74300,6.07610e-03,4.17763e+00,1933
74400,1.00010e-02,4.17976e+00,1936
74500,7.77972e-03,4.17593e+00,1938
74600,7.13071e-03,4.17111e+00,1941
74700,5.47392e-03,4.17046e+00,1944
74800,5.71210e-03,4.17017e+00,1946
74900,5.52831e-03,4.17234e+00,1949
75000,6.75092e-03,4.16342e+00,1951
75100,5.60215e-03,4.15539e+00,1954
75200,6.58188e-03,4.16611e+00,1957
75300,5.07948e-03,4.16217e+00,1959
75400,5.39215e-03,4.17271e+00,1962
75500,5.92319e-03,4.17904e+00,1964
75600,5.62058e-03,4.17632e+00,1967
75700,6.42664e-03,4.17615e+00,1969
75800,5.60112e-03,4.16906e+00,1972
75900,5.68303e-03,4.16717e+00,1975
76000,5.73766e-03,4.17246e+00,1977
76100,8.21119e-03,4.18005e+00,1980
76200,5.34263e-03,4.16150e+00,1982
76300,5.62965e-03,4.15733e+00,1985
76400,6.22324e-03,4.18389e+00,1988
76500,4.90527e-03,4.17430e+00,1990
76600,6.09242e-03,4.17755e+00,1993
76700,6.04082e-03,4.16504e+00,1995
76800,5.79092e-03,4.17061e+00,1998
76900,5.57509e-03,4.16655e+00,2001
77000,5.13112e-03,4.16769e+00,2003
77100,4.89342e-03,4.17521e+00,2006
77200,5.20184e-03,4.16644e+00,2008
77300,6.21830e-03,4.16995e+00,2011
77400,4.85602e-03,4.16490e+00,2013
77500,5.42479e-03,4.17001e+00,2016
77600,6.30280e-03,4.16022e+00,2019
77700,5.83384e-03,4.16654e+00,2021
77800,5.43102e-03,4.17055e+00,2024
77900,5.62480e-03,4.16239e+00,2026
78000,5.12024e-03,4.16968e+00,2029
78100,5.77206e-03,4.17418e+00,2032
78200,5.21279e-03,4.17253e+00,2034
78300,4.67289e-03,4.16694e+00,2037
78400,4.54392e-03,4.17601e+00,2039
78500,5.47047e-03,4.17227e+00,2042
78600,4.51902e-03,4.17179e+00,2045
78700,5.67170e-03,4.17122e+00,2047
78800,4.78695e-03,4.17522e+00,2050
78900,5.60402e-03,4.17865e+00,2052
79000,5.06601e-03,4.18273e+00,2055
79100,5.19407e-03,4.17762e+00,2057
79200,4.95241e-03,4.16788e+00,2060
79300,5.37235e-03,4.15572e+00,2063
79400,7.89382e-03,4.17613e+00,2065
79500,6.49363e-03,4.16480e+00,2068
79600,7.34757e-03,4.17044e+00,2070
79700,5.38151e-03,4.17475e+00,2073
79800,6.47930e-03,4.17976e+00,2076
79900,6.01674e-03,4.17834e+00,2078
80000,6.00632e-03,4.17352e+00,2081
80100,6.56492e-03,4.18012e+00,2083
80200,6.93798e-03,4.17319e+00,2086
80300,7.09437e-03,4.17937e+00,2088
80400,5.97085e-03,4.16079e+00,2091
80500,5.96354e-03,4.17349e+00,2094
80600,5.79259e-03,4.17727e+00,2096
80700,6.52038e-03,4.17234e+00,2099
80800,5.57705e-03,4.17757e+00,2101
80900,5.43591e-03,4.16948e+00,2104
81000,6.43356e-03,4.17666e+00,2106
81100,6.18720e-03,4.17405e+00,2109
81200,6.37268e-03,4.18046e+00,2112
81300,6.02995e-03,4.17041e+00,2114
81400,5.54218e-03,4.17141e+00,2117
81500,5.34333e-03,4.17962e+00,2119
81600,7.15458e-03,4.17728e+00,2122
81700,4.97550e-03,4.17273e+00,2124
81800,5.85723e-03,4.17836e+00,2127
81900,7.08143e-03,4.16532e+00,2130
82000,6.21836e-03,4.17731e+00,2132
82100,4.92812e-03,4.16138e+00,2135
82200,4.97912e-03,4.17224e+00,2137
82300,6.91638e-03,4.16528e+00,2140
82400,5.98110e-03,4.17577e+00,2143
82500,5.94909e-03,4.17951e+00,2145
82600,6.50415e-03,4.17047e+00,2148
82700,7.13152e-03,4.17263e+00,2150
82800,5.05050e-03,4.15616e+00,2153
82900,5.48768e-03,4.16556e+00,2155
83000,5.93893e-03,4.16576e+00,2158
83100,5.26526e-03,4.16200e+00,2161
83200,5.09650e-03,4.17546e+00,2163
83300,6.47320e-03,4.16813e+00,2166
83400,5.43650e-03,4.16042e+00,2168
83500,7.71050e-03,4.18480e+00,2171
83600,5.56606e-03,4.16140e+00,2174
83700,7.75583e-03,4.17171e+00,2176
83800,5.91860e-03,4.17792e+00,2179
83900,6.46600e-03,4.18229e+00,2181
84000,7.52227e-03,4.18280e+00,2184
84100,5.64361e-03,4.16648e+00,2186
84200,6.41467e-03,4.17962e+00,2189
84300,6.10668e-03,4.17276e+00,2192
84400,5.26131e-03,4.16934e+00,2194
84500,5.44411e-03,4.16864e+00,2197
84600,8.09679e-03,4.18674e+00,2199
84700,5.93715e-03,4.17226e+00,2202
84800,5.12590e-03,4.17289e+00,2204
84900,6.43723e-03,4.17669e+00,2207
85000,7.34291e-03,4.18752e+00,2210
85100,5.06306e-03,4.17842e+00,2212
85200,5.30111e-03,4.18030e+00,2215
85300,5.35512e-03,4.17999e+00,2217
85400,5.14681e-03,4.17827e+00,2220
85500,4.94780e-03,4.18565e+00,2223
85600,6.53529e-03,4.18629e+00,2225
85700,5.27910e-03,4.17914e+00,2228
85800,6.36185e-03,4.18033e+00,2230
85900,4.32761e-03,4.17122e+00,2233
86000,5.97382e-03,4.17377e+00,2236
86100,5.07469e-03,4.17790e+00,2238
86200,4.90904e-03,4.18228e+00,2241
86300,4.80186e-03,4.18357e+00,2243
86400,5.10746e-03,4.16861e+00,2246
86500,4.69787e-03,4.18376e+00,2248
86600,5.80048e-03,4.18213e+00,2251
86700,6.14542e-03,4.18421e+00,2254
86800,5.16929e-03,4.18416e+00,2256
86900,5.54661e-03,4.18021e+00,2259
87000,4.88389e-03,4.17784e+00,2261
87100,6.47812e-03,4.18554e+00,2264
87200,6.98581e-03,4.16934e+00,2266
87300,6.65730e-03,4.18476e+00,2269
87400,4.97432e-03,4.17540e+00,2272
87500,5.41964e-03,4.17281e+00,2274
87600,6.06019e-03,4.18820e+00,2277
87700,4.77806e-03,4.18113e+00,2279
87800,4.90309e-03,4.17960e+00,2282
87900,4.94929e-03,4.18341e+00,2285
88000,5.09213e-03,4.17955e+00,2287
88100,5.01527e-03,4.18232e+00,2290
88200,6.33885e-03,4.17932e+00,2292
88300,4.78390e-03,4.17976e+00,2295
88400,6.95300e-03,4.18835e+00,2298
88500,5.39006e-03,4.19046e+00,2300
88600,6.15257e-03,4.18377e+00,2303
88700,5.52111e-03,4.18013e+00,2305
88800,5.36988e-03,4.17893e+00,2308
88900,5.29158e-03,4.18038e+00,2310
89000,5.85370e-03,4.18331e+00,2313
89100,5.40174e-03,4.17327e+00,2316
89200,4.92870e-03,4.16932e+00,2318
89300,7.66796e-03,4.18543e+00,2321
89400,5.03620e-03,4.17817e+00,2323
89500,4.68430e-03,4.18551e+00,2326
89600,5.32754e-03,4.17132e+00,2328
89700,5.04066e-03,4.18364e+00,2331
89800,5.99685e-03,4.18527e+00,2334
89900,4.93440e-03,4.18046e+00,2336
90000,4.97064e-03,4.18078e+00,2339
90100,5.06458e-03,4.17180e+00,2341
90200,4.81910e-03,4.17951e+00,2344
90300,4.86851e-03,4.17557e+00,2347
90400,6.16584e-03,4.17681e+00,2349
90500,4.42307e-03,4.17675e+00,2352
90600,4.53806e-03,4.17481e+00,2354
90700,5.41732e-03,4.17756e+00,2357
90800,5.01485e-03,4.17469e+00,2359
90900,5.66900e-03,4.17561e+00,2362
91000,5.46166e-03,4.18809e+00,2365
91100,5.12740e-03,4.17842e+00,2367
91200,6.27868e-03,4.17803e+00,2370
91300,5.01350e-03,4.17528e+00,2372
91400,5.25276e-03,4.17995e+00,2375
91500,8.73468e-03,4.18068e+00,2378
91600,5.80472e-03,4.18520e+00,2380
91700,5.27443e-03,4.18635e+00,2383
91800,5.86377e-03,4.17752e+00,2385
91900,5.00831e-03,4.17243e+00,2388
92000,5.19606e-03,4.18307e+00,2390
92100,5.30653e-03,4.17463e+00,2393
92200,5.09008e-03,4.17126e+00,2396
92300,5.09274e-03,4.17496e+00,2398
92400,4.26096e-03,4.17162e+00,2401
92500,5.75647e-03,4.17662e+00,2404
92600,5.42556e-03,4.18675e+00,2406
92700,5.03765e-03,4.18609e+00,2409
92800,5.74867e-03,4.17995e+00,2411
92900,4.99777e-03,4.17015e+00,2414
93000,5.19951e-03,4.16405e+00,2416
93100,6.74390e-03,4.18075e+00,2419
93200,7.49552e-03,4.16983e+00,2422
93300,7.82143e-03,4.18732e+00,2424
93400,4.94854e-03,4.17989e+00,2427
93500,6.47482e-03,4.18200e+00,2429
93600,6.50979e-03,4.17992e+00,2432
93700,7.21413e-03,4.18773e+00,2435
93800,6.04807e-03,4.17414e+00,2437
93900,5.74015e-03,4.18025e+00,2440
94000,5.45123e-03,4.16914e+00,2442
94100,5.10309e-03,4.17133e+00,2445
94200,5.88867e-03,4.18110e+00,2448
94300,5.74999e-03,4.18880e+00,2450
94400,5.50264e-03,4.17991e+00,2453
94500,5.16756e-03,4.16849e+00,2455
94600,9.64919e-03,4.18450e+00,2458
94700,6.44018e-03,4.18156e+00,2461
94800,5.22977e-03,4.17587e+00,2463
94900,4.88096e-03,4.17714e+00,2466
95000,5.70876e-03,4.17663e+00,2468
95100,5.82361e-03,4.16512e+00,2471
95200,5.62045e-03,4.17156e+00,2474
95300,5.76496e-03,4.16470e+00,2476
95400,6.68179e-03,4.18484e+00,2479
95500,5.68385e-03,4.17126e+00,2482
95600,5.72523e-03,4.17366e+00,2484
95700,6.37117e-03,4.17182e+00,2487
95800,6.32972e-03,4.17761e+00,2490
95900,5.43808e-03,4.18313e+00,2493
96000,5.91695e-03,4.18546e+00,2496
96100,4.99098e-03,4.17313e+00,2499
96200,5.22889e-03,4.18417e+00,2501
96300,4.82227e-03,4.17367e+00,2504
96400,5.56545e-03,4.18327e+00,2506
96500,5.09372e-03,4.18378e+00,2509
96600,4.64100e-03,4.17551e+00,2512
96700,5.47673e-03,4.17914e+00,2514
96800,5.50546e-03,4.16793e+00,2517
96900,5.29122e-03,4.16636e+00,2519
97000,5.02511e-03,4.17142e+00,2522
97100,5.46928e-03,4.18090e+00,2525
97200,6.72893e-03,4.17968e+00,2527
97300,5.09377e-03,4.17190e+00,2530
97400,4.99530e-03,4.17468e+00,2533
97500,5.16954e-03,4.17625e+00,2535
97600,6.12518e-03,4.17461e+00,2538
97700,4.49522e-03,4.18007e+00,2541
97800,5.64865e-03,4.17428e+00,2543
97900,8.63416e-03,4.17861e+00,2546
98000,5.38966e-03,4.16401e+00,2549
98100,4.83017e-03,4.18610e+00,2551
98200,6.80968e-03,4.18125e+00,2554
98300,5.31867e-03,4.17524e+00,2556
98400,5.36267e-03,4.18550e+00,2559
98500,4.79136e-03,4.16846e+00,2562
98600,5.96135e-03,4.18809e+00,2564
98700,5.68672e-03,4.18551e+00,2567
98800,5.09614e-03,4.18321e+00,2569
98900,6.50337e-03,4.18363e+00,2572
99000,5.83926e-03,4.18576e+00,2575
99100,4.56320e-03,4.18230e+00,2577
99200,5.64334e-03,4.18340e+00,2580
99300,5.71192e-03,4.17802e+00,2583
99400,4.49596e-03,4.18106e+00,2585
99500,5.07068e-03,4.16726e+00,2588
99600,7.05067e-03,4.18315e+00,2591
99700,6.59345e-03,4.18590e+00,2593
99800,5.06407e-03,4.18082e+00,2596
99900,5.17924e-03,4.17685e+00,2598
100000,5.25397e-03,4.16034e+00,2601
100100,5.44135e-03,4.17416e+00,2604
100200,6.60005e-03,4.18475e+00,2606
100300,5.23955e-03,4.17730e+00,2609
100400,5.46053e-03,4.17628e+00,2611
100500,5.05738e-03,4.17613e+00,2614
100600,4.93481e-03,4.18518e+00,2617
100700,5.29798e-03,4.18755e+00,2619
100800,5.38475e-03,4.18084e+00,2622
100900,5.31364e-03,4.17745e+00,2625
101000,5.02113e-03,4.18180e+00,2627
101100,5.29337e-03,4.18687e+00,2630
101200,6.32214e-03,4.18496e+00,2633
101300,5.61681e-03,4.17984e+00,2635
101400,5.44070e-03,4.17575e+00,2638
101500,5.98731e-03,4.17828e+00,2641
101600,7.52937e-03,4.18154e+00,2643
101700,5.87946e-03,4.17688e+00,2646
101800,7.35020e-03,4.18779e+00,2649
101900,6.24365e-03,4.18814e+00,2651
102000,8.28071e-03,4.18716e+00,2654
102100,5.16475e-03,4.18268e+00,2657
102200,6.19188e-03,4.17760e+00,2660
102300,5.39343e-03,4.17773e+00,2662
102400,5.29118e-03,4.18203e+00,2665
102500,5.57436e-03,4.17314e+00,2668
102600,6.09277e-03,4.17968e+00,2671
102700,7.35084e-03,4.19183e+00,2673
102800,6.69417e-03,4.17779e+00,2676
102900,6.08016e-03,4.18408e+00,2679
103000,4.97621e-03,4.17880e+00,2681
103100,5.06077e-03,4.17827e+00,2684
103200,7.01729e-03,4.17836e+00,2687
103300,6.21181e-03,4.16317e+00,2689
103400,8.35595e-03,4.18121e+00,2692
103500,6.79210e-03,4.18654e+00,2695
103600,6.18620e-03,4.17963e+00,2697
103700,5.71847e-03,4.18064e+00,2700
103800,6.12630e-03,4.18170e+00,2703
103900,6.12827e-03,4.18276e+00,2705
104000,6.27582e-03,4.18339e+00,2708
104100,5.50605e-03,4.18153e+00,2712
104200,5.59177e-03,4.18528e+00,2715
104300,5.10711e-03,4.18243e+00,2718
104400,5.50331e-03,4.17692e+00,2721
104500,6.23877e-03,4.17381e+00,2723
104600,5.11217e-03,4.17653e+00,2726
104700,5.94884e-03,4.17310e+00,2729
104800,6.55247e-03,4.19550e+00,2732
104900,5.16642e-03,4.17602e+00,2734
105000,5.32172e-03,4.17082e+00,2737
105100,5.55101e-03,4.16990e+00,2740
105200,7.57033e-03,4.18486e+00,2742
105300,6.34532e-03,4.17697e+00,2745
105400,6.03226e-03,4.18789e+00,2748
105500,5.85028e-03,4.17605e+00,2750
105600,6.59067e-03,4.18242e+00,2753
105700,6.02311e-03,4.18039e+00,2756
105800,7.74753e-03,4.18639e+00,2759
105900,6.06418e-03,4.18457e+00,2761
106000,5.42422e-03,4.17606e+00,2764
106100,7.15101e-03,4.18186e+00,2767
106200,7.37885e-03,4.18714e+00,2769
106300,6.54513e-03,4.17974e+00,2772
106400,5.90681e-03,4.16590e+00,2775
106500,5.43515e-03,4.17021e+00,2778
106600,5.43132e-03,4.18172e+00,2780
106700,8.16184e-03,4.19607e+00,2783
106800,6.14638e-03,4.18525e+00,2786
106900,6.21645e-03,4.18258e+00,2788
107000,6.17606e-03,4.19348e+00,2791
107100,5.30630e-03,4.17587e+00,2794
107200,5.09732e-03,4.17814e+00,2796
107300,5.49798e-03,4.17967e+00,2799
107400,5.35814e-03,4.18132e+00,2802
107500,5.69949e-03,4.16827e+00,2804
107600,6.31963e-03,4.17740e+00,2807
107700,5.14218e-03,4.17577e+00,2810
107800,5.46905e-03,4.17298e+00,2813
107900,7.10903e-03,4.18040e+00,2816
108000,5.66265e-03,4.17053e+00,2819
108100,6.60597e-03,4.18238e+00,2822
108200,6.35053e-03,4.18599e+00,2824
108300,6.82024e-03,4.17588e+00,2827
108400,5.70297e-03,4.18471e+00,2830
108500,5.57530e-03,4.17225e+00,2832
108600,5.23618e-03,4.18431e+00,2835
108700,5.48857e-03,4.17107e+00,2838
108800,6.01092e-03,4.18155e+00,2841
108900,5.74331e-03,4.17426e+00,2844
109000,5.79552e-03,4.17271e+00,2847
109100,5.14239e-03,4.18120e+00,2849
109200,5.83468e-03,4.18406e+00,2852
109300,6.00246e-03,4.18470e+00,2855
109400,6.03066e-03,4.17305e+00,2858
109500,5.44558e-03,4.17986e+00,2860
109600,5.55494e-03,4.17274e+00,2863
109700,4.71963e-03,4.18179e+00,2866
109800,5.73547e-03,4.17500e+00,2869
109900,5.23204e-03,4.18237e+00,2871
110000,5.25818e-03,4.17566e+00,2874
110100,5.63125e-03,4.18564e+00,2877
110200,5.64946e-03,4.17651e+00,2880
110300,5.56931e-03,4.18373e+00,2882
110400,5.24558e-03,4.17631e+00,2885
110500,5.64238e-03,4.18436e+00,2888
110600,5.22254e-03,4.17834e+00,2891
110700,5.90216e-03,4.18262e+00,2894
110800,5.47847e-03,4.17085e+00,2897
110900,5.28590e-03,4.16694e+00,2900
111000,6.54895e-03,4.18744e+00,2903
111100,6.42267e-03,4.17940e+00,2907
111200,5.14610e-03,4.18063e+00,2910
111300,5.02984e-03,4.17380e+00,2913
111400,5.59035e-03,4.16646e+00,2916
111500,5.63321e-03,4.17967e+00,2920
111600,5.67219e-03,4.17590e+00,2923
111700,6.19074e-03,4.18394e+00,2927
111800,5.53519e-03,4.18297e+00,2930
111900,5.55211e-03,4.17632e+00,2933
112000,5.13630e-03,4.18145e+00,2937
112100,6.16864e-03,4.17979e+00,2940
112200,5.09215e-03,4.18448e+00,2943
112300,6.05583e-03,4.17770e+00,2946
112400,5.86017e-03,4.18349e+00,2949
112500,5.24682e-03,4.17777e+00,2952
112600,5.73228e-03,4.17067e+00,2956
112700,5.96497e-03,4.18721e+00,2959
112800,7.27193e-03,4.18623e+00,2962
112900,7.18995e-03,4.18989e+00,2965
113000,5.30779e-03,4.18466e+00,2969
113100,6.24400e-03,4.19125e+00,2972
113200,6.66132e-03,4.19037e+00,2975
113300,6.15299e-03,4.17506e+00,2978
113400,7.51029e-03,4.18214e+00,2982
113500,5.81052e-03,4.17931e+00,2985
113600,5.72497e-03,4.17022e+00,2988
113700,5.13719e-03,4.17854e+00,2992
113800,6.60439e-03,4.18639e+00,2995
113900,6.23038e-03,4.18363e+00,2998
114000,5.51654e-03,4.17664e+00,3001
114100,5.55186e-03,4.18772e+00,3005
114200,5.98913e-03,4.18665e+00,3008
114300,7.08224e-03,4.19122e+00,3011
114400,5.56395e-03,4.18260e+00,3014
114500,5.87882e-03,4.17844e+00,3017
114600,5.35946e-03,4.17082e+00,3020
114700,9.11112e-03,4.19199e+00,3023
114800,6.47489e-03,4.19222e+00,3026
114900,5.19665e-03,4.17915e+00,3029
115000,5.02142e-03,4.17275e+00,3032
115100,6.07957e-03,4.17897e+00,3035
115200,6.10219e-03,4.19107e+00,3039
115300,6.27467e-03,4.18148e+00,3042
115400,5.31135e-03,4.18208e+00,3045
115500,5.56437e-03,4.19005e+00,3048
115600,5.12330e-03,4.17445e+00,3051
115700,6.29850e-03,4.16469e+00,3055
115800,5.59201e-03,4.19306e+00,3058
115900,5.56874e-03,4.18770e+00,3061
116000,5.81167e-03,4.18115e+00,3064
116100,5.38492e-03,4.17619e+00,3068
116200,6.39434e-03,4.18462e+00,3071
116300,5.04692e-03,4.17289e+00,3074
116400,5.40169e-03,4.18161e+00,3077
116500,7.15693e-03,4.19511e+00,3081
116600,6.72705e-03,4.18482e+00,3084
116700,5.81407e-03,4.19563e+00,3088
116800,7.42146e-03,4.19559e+00,3091
116900,5.19290e-03,4.17917e+00,3094
117000,5.53263e-03,4.18091e+00,3097
117100,6.53392e-03,4.18380e+00,3100
117200,5.70038e-03,4.17449e+00,3104
117300,6.39556e-03,4.17015e+00,3107
117400,6.56457e-03,4.18368e+00,3111
117500,5.09508e-03,4.17713e+00,3115
117600,5.79896e-03,4.18281e+00,3118
117700,5.81851e-03,4.18755e+00,3122
117800,5.62443e-03,4.17204e+00,3125
117900,6.00768e-03,4.17993e+00,3129
118000,5.79693e-03,4.17450e+00,3132
118100,5.72555e-03,4.16900e+00,3135
118200,6.99181e-03,4.18175e+00,3138
118300,5.06085e-03,4.17143e+00,3141
118400,5.14231e-03,4.19138e+00,3145
118500,6.29661e-03,4.18656e+00,3148
118600,5.74094e-03,4.18623e+00,3151
118700,6.02071e-03,4.18322e+00,3154
118800,5.56347e-03,4.17823e+00,3157
118900,6.17788e-03,4.17467e+00,3160
119000,4.85117e-03,4.18550e+00,3163
119100,4.88385e-03,4.18368e+00,3167
119200,4.85356e-03,4.17630e+00,3170
119300,5.26128e-03,4.18184e+00,3173
119400,5.93319e-03,4.17981e+00,3176
119500,5.32340e-03,4.18414e+00,3179
119600,4.80745e-03,4.19058e+00,3183
119700,4.99259e-03,4.18820e+00,3186
119800,6.78105e-03,4.18696e+00,3190
119900,4.88422e-03,4.17812e+00,3194
120000,4.84716e-03,4.17598e+00,3197
120100,4.86938e-03,4.18437e+00,3201
120200,4.96543e-03,4.17752e+00,3204
120300,4.75263e-03,4.18386e+00,3208
120400,5.24556e-03,4.17799e+00,3211
120500,5.35378e-03,4.18489e+00,3215
120600,4.83655e-03,4.18919e+00,3218
120700,5.34736e-03,4.18372e+00,3221
120800,5.18973e-03,4.18337e+00,3224
120900,5.81730e-03,4.18145e+00,3228
121000,5.36105e-03,4.18760e+00,3231
121100,5.34462e-03,4.18111e+00,3234
121200,5.14258e-03,4.17919e+00,3237
121300,5.32450e-03,4.18675e+00,3240
121400,5.57895e-03,4.17651e+00,3244
121500,6.80353e-03,4.18537e+00,3247
121600,5.65133e-03,4.18089e+00,3251
121700,6.47187e-03,4.17279e+00,3254
121800,6.20816e-03,4.17332e+00,3257
121900,8.44143e-03,4.18806e+00,3261
122000,6.04489e-03,4.17973e+00,3264
122100,6.35983e-03,4.18462e+00,3267
122200,5.79172e-03,4.17634e+00,3271
122300,6.09370e-03,4.18829e+00,3274
122400,5.61689e-03,4.17935e+00,3277
122500,5.90670e-03,4.18719e+00,3280
122600,5.55269e-03,4.18208e+00,3283
122700,5.44305e-03,4.18539e+00,3287
122800,4.90975e-03,4.18507e+00,3290
122900,5.70252e-03,4.18816e+00,3294
123000,5.59165e-03,4.18769e+00,3297
123100,5.75750e-03,4.18343e+00,3301
123200,5.48671e-03,4.18692e+00,3304
123300,5.54331e-03,4.18527e+00,3307
123400,5.97723e-03,4.19216e+00,3311
123500,5.73261e-03,4.17715e+00,3314
123600,5.67978e-03,4.19370e+00,3317
123700,5.93169e-03,4.17762e+00,3320
123800,4.84453e-03,4.18142e+00,3324
123900,5.81411e-03,4.19358e+00,3327
124000,4.96243e-03,4.18039e+00,3330
124100,5.16657e-03,4.18641e+00,3333
124200,5.53504e-03,4.19606e+00,3336
124300,4.83366e-03,4.18444e+00,3340
124400,5.46633e-03,4.18555e+00,3343
124500,5.48140e-03,4.17308e+00,3346
124600,5.12412e-03,4.18064e+00,3349
124700,5.44904e-03,4.18367e+00,3352
124800,5.28220e-03,4.17825e+00,3356
124900,5.28508e-03,4.19145e+00,3359
125000,9.11586e-03,4.18682e+00,3362
125100,5.24132e-03,4.17422e+00,3365
125200,7.08865e-03,4.19148e+00,3368
125300,4.47545e-03,4.18253e+00,3371
125400,5.27214e-03,4.18782e+00,3375
125500,5.44628e-03,4.18587e+00,3378
125600,4.79124e-03,4.18556e+00,3382
125700,4.93919e-03,4.18547e+00,3385
125800,5.13056e-03,4.18293e+00,3389
125900,5.86933e-03,4.19171e+00,3392
126000,5.13014e-03,4.17494e+00,3396
126100,5.21498e-03,4.18745e+00,3399
126200,6.70003e-03,4.18412e+00,3403
126300,5.05543e-03,4.18255e+00,3406
126400,5.62944e-03,4.18509e+00,3409
126500,5.31754e-03,4.18562e+00,3413
126600,4.79301e-03,4.18189e+00,3416
126700,6.50741e-03,4.18903e+00,3419
126800,5.36567e-03,4.18683e+00,3422
126900,6.11010e-03,4.18632e+00,3426
127000,7.84154e-03,4.18785e+00,3429
127100,5.20405e-03,4.18393e+00,3433
127200,4.31777e-03,4.18143e+00,3436
127300,5.23479e-03,4.16554e+00,3440
127400,5.24629e-03,4.18352e+00,3443
127500,6.53053e-03,4.18592e+00,3447
127600,4.89771e-03,4.18463e+00,3451
127700,5.64521e-03,4.18700e+00,3454
127800,5.55071e-03,4.18825e+00,3458
127900,4.61497e-03,4.18278e+00,3461
128000,5.07294e-03,4.18927e+00,3465
128100,4.26528e-03,4.18064e+00,3468
128200,4.48533e-03,4.18801e+00,3471
128300,4.98611e-03,4.17983e+00,3475
