Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
27	60.63313	58.641644	134.2106	-13.444611	709.6	-37.782593	0.022629596	-37.598907	-37.790623	112000	-3.0994416e-09	1746.7513	-0.0063076494	-39.807373	1.1133053	0.004860463	0.13775	79.0	197.66719913482666
28	38.17066	59.06087	126.5543	-36.36112	665.5	-36.659485	0.018171733	-36.525352	-36.66671	116000	6.556511e-09	1819.909	-0.007301448	-44.917847	1.1394162	0.008664952	0.1785	79.0	206.44659304618835
29	28.285364	84.23291	112.53984	-110.826355	643.0	-35.397644	0.021389488	-35.265854	-35.406704	120000	-2.2888184e-08	2735.256	-0.008150594	-16.631104	1.0973209	0.016349334	0.1405	25.0	212.23330521583557
30	47.400936	78.77506	182.80424	-60.26653	578.8333	-34.587135	0.024448952	-34.373585	-34.59628	124000	2.2649764e-09	4489.0464	-0.011092501	-80.87402	1.0777951	0.008478476	0.0885	79.0	220.52162909507751
31	60.352325	69.792564	146.8616	-37.990406	520.8571	-32.889603	0.026205648	-32.674057	-32.900124	128000	8.34465e-09	4684.857	-0.007132942	-134.8169	1.0551181	0.008431026	0.07425	79.0	229.0697832107544
32	65.649635	67.75475	153.49445	-36.957455	785.25	-30.639507	0.023964511	-30.380959	-30.646322	132000	-4.887581e-09	2412.208	-0.005366884	-83.49487	0.9725602	0.00973208	0.099	79.0	238.32671689987183
33	56.24609	71.60468	160.6685	-32.33717	623.8333	-28.794868	0.035528384	-28.560932	-28.807951	136000	3.886223e-08	2336.2053	-0.008873479	-49.45874	1.068385	0.015393124	0.15275	34.0	244.73897194862366
34	70.84797	46.758633	110.93231	-8.336373	835.25	-27.355293	0.052050475	-26.815	-27.374523	140000	1.1444092e-08	1827.8484	-0.0056859413	-36.86023	0.9749771	0.0063488805	0.09025	79.0	253.58109331130981
35	95.176056	23.544626	120.30958	56.83675	1000.0	-26.097958	0.09574305	-24.81886	-26.126152	144000	-1.07288365e-08	1680.147	-0.007013268	-38.937378	0.98255384	0.0059891674	0.12575	79.0	262.6492359638214
36	58.54174	100.158066	193.21535	-73.55775	619.4	-24.806686	0.07378331	-24.12359	-24.839682	148000	7.867813e-09	4164.2583	-0.008318852	-89.73096	1.014722	0.008893679	0.07175	79.0	271.65301513671875
37	94.517296	80.39267	172.86276	-57.496086	787.2	-23.085703	0.038084082	-22.5484	-23.101437	152000	2.9087067e-08	3855.3164	-0.007317273	-77.28247	0.97937936	0.0061999382	0.124	79.0	279.81683897972107
38	91.5407	69.56346	145.44547	-27.373438	836.25	-21.180256	0.17029397	-19.389847	-21.24778	156000	2.8252602e-08	1836.9028	-0.00686112	-137.969	0.96547097	0.010323597	0.11875	79.0	288.531711101532
39	53.591682	58.0129	111.983086	-25.416616	744.8	-15.894017	1.7101939	-8.267512	-16.905632	160000	-3.5762786e-09	1741.7312	-0.007656213	-456.65088	1.0523735	0.0141321905	0.1845	79.0	297.57986307144165
40	115.547745	12.4783325	132.58447	100.581	1000.0	-6.158848	12.168639	13.855209	-16.064764	164000	2.7418137e-09	819.19214	-0.006108708	-257.91492	1.0631192	0.008249924	0.07075	79.0	306.9745190143585
41	114.38351	29.847054	161.61588	83.146454	941.5	1.8625407	18.560146	19.482965	-18.502771	168000	6.7949295e-09	1720.7346	-0.009689038	-229.14307	0.9797915	0.008308028	0.13675	79.0	315.7546691894531
42	56.817013	74.96944	163.81313	-28.072222	660.6667	14.104285	10.108589	20.725163	-4.4835043	172000	-1.1920929e-08	2969.1843	-0.007841301	-50.886963	0.9820194	0.00585001	0.03875	79.0	324.6320252418518
43	85.32637	3.1264608	88.280846	80.26379	1000.0	7.892214	14.351323	20.21034	-11.252678	176000	-6.198883e-09	345.05334	-0.0041236696	-31.604248	1.0374032	0.0040161763	0.02375	79.0	333.85732316970825
44	91.69584	19.920443	116.22307	69.77569	1000.0	4.547583	16.639494	21.326057	-12.810923	180000	-2.0742416e-08	322.4123	-0.007770657	-20.403137	1.0282717	0.0058908244	0.05125	79.0	343.5053780078888
45	60.070564	45.072998	106.10454	-9.478327	852.5	9.024723	18.041107	22.270138	-18.010761	184000	-2.7418137e-09	1178.6217	-0.007237023	-37.35193	0.98641795	0.0076883575	0.0615	79.0	352.9935071468353
46	103.8356	20.858063	126.28274	82.286514	1000.0	0.294223	19.51924	21.807611	-19.298708	188000	6.6757204e-09	323.33167	-0.0061714426	-13.723663	1.0232986	0.012011299	0.043	79.0	362.30611300468445
47	74.05783	31.687115	115.28721	33.79193	1000.0	9.736419	18.70762	22.583338	-20.920294	192000	-1.7166137e-08	326.60068	-0.0054793633	-28.598755	1.0039998	0.007704066	0.05225	79.0	371.65429615974426
48	51.83019	7.8815913	61.93462	39.886852	1000.0	9.879478	16.290852	21.541353	-18.730585	196000	-7.1525574e-10	235.24348	-0.006154488	-122.085075	0.94209	0.0082007805	0.08675	79.0	381.93444299697876
49	37.92913	34.530643	90.15256	1.4347241	862.75	4.0041513	10.587928	16.910004	-16.468082	200000	-4.768372e-10	897.9257	-0.004703423	-278.3399	0.97134185	0.0107520465	0.09225	79.0	392.46643710136414
