Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-257.27142	124.049774	-90.89958	-600.63403	88.47727	-0.09046533	0.028993024	0.09002671	-0.1858911	4000	0.02020698	23931.64	0.0	-1138.6016	1.3502622	-7.748604e-10	0.9679989814758301
1	-217.43103	119.29454	1.932348	-523.7447	91.30232	-4.262504	0.2835288	-2.4601734	-4.71027	8000	0.012673214	16256.389	0.0	-803.3594	1.3621191	-2.3841856e-10	1.9197747707366943
2	-190.15184	110.32776	-33.592503	-479.13223	88.11364	-7.978814	0.44297156	4.7970977	-8.201165	12000	0.00053678453	13040.777	0.0	-544.3013	1.3685193	-2.2351743e-09	2.8535077571868896
3	-176.77275	93.791595	8.353882	-425.79663	90.25581	-10.894967	0.071085855	-9.7606535	-10.961355	16000	-0.0007574856	9746.035	0.0	-407.77588	1.3718352	4.768371e-10	3.7954139709472656
4	-168.85016	98.67216	-18.487907	-431.95184	89.59091	-13.322875	0.91896886	8.075259	-13.423378	20000	0.0004887469	9947.24	0.0	-409.0503	1.3713758	-1.2814999e-09	4.807262897491455
5	-174.70964	93.988464	7.2859087	-482.93216	90.95238	-15.816622	0.32522056	-7.563962	-15.865803	24000	-0.0024292804	8525.702	0.0	-360.50684	1.3721008	-1.1622906e-09	5.856241941452026
6	-141.61783	80.64486	2.745339	-345.2274	89.568184	-18.19865	0.032849193	-16.645304	-18.219076	28000	-0.0022766357	5826.59	0.0	-230.61523	1.3711939	-1.9371509e-09	6.881992816925049
7	-144.15675	92.001724	31.516167	-481.4426	95.0	-20.147942	0.0688194	-18.666452	-20.169542	32000	0.0010858886	6293.8784	0.0	-212.78027	1.3687946	-4.1723253e-10	7.873631000518799
8	-152.95201	98.12738	-33.434273	-417.5251	92.61905	-22.049364	0.028638966	-21.196548	-22.064201	36000	-0.0029606074	6561.881	0.0	-253.58594	1.3672523	9.536743e-10	8.84903883934021
9	-155.83992	99.57913	31.843592	-444.80594	91.38095	-24.127628	0.19105627	-20.532486	-24.156328	40000	0.0061656684	7016.1006	0.0	-263.22827	1.3658952	5.3644184e-10	9.825042963027954
10	-144.02727	80.0701	24.66633	-390.2007	96.39024	-26.289476	0.08782375	-24.966251	-26.30759	44000	-0.0097916275	4553.5386	0.0	-175.04187	1.3641169	5.9604655e-11	10.858339786529541
11	-135.92201	84.2141	-39.861645	-400.0057	91.5814	-28.120249	0.0126781985	-27.93525	-28.128769	48000	0.0022553094	4682.5825	0.0	-180.49829	1.3629696	2.8759242e-09	11.837644815444946
12	-131.27908	71.49524	7.4928946	-300.1655	96.925	-29.973478	0.12485416	-23.654144	-29.986794	52000	-0.00345077	3143.0825	0.0	-124.56116	1.360585	1.4156103e-09	12.828131675720215
13	-105.86738	60.852924	64.55909	-280.02124	94.53658	-31.568796	0.09401583	-29.295345	-31.579939	56000	-0.0061323103	1963.3478	0.0	-61.172302	1.3595197	7.8976153e-10	13.792751789093018
14	-123.59945	56.900784	4.3586473	-267.5888	93.45238	-32.723976	0.052643374	-31.591799	-32.734306	60000	-0.008855905	2563.3027	0.0	-107.89429	1.3554679	-1.4007092e-09	14.792956829071045
15	-99.056465	58.102634	8.152063	-324.58167	94.5	-34.234875	0.027038904	-33.557964	-34.24196	64000	-0.005754687	1905.4967	0.0	-43.81784	1.3541596	-3.72529e-10	15.77763295173645
16	-129.97171	70.12961	-0.04858388	-311.69745	101.128204	-35.262917	0.048741195	-34.471077	-35.272343	68000	-0.011544641	2986.1794	0.0	-109.68738	1.3477114	1.3858079e-09	16.774057865142822
17	-104.773155	62.054626	3.222075	-259.1957	109.28571	-36.84064	0.018520633	-36.451164	-36.846035	72000	-0.0054903533	1715.5718	0.0	-36.54956	1.343925	8.7916857e-10	17.74915361404419
18	-123.82484	68.497925	58.183517	-272.18253	134.85715	-37.795338	0.14434414	-36.977238	-37.839	76000	0.0037630498	1972.2805	0.0	-129.26538	1.3415148	5.9604655e-11	19.50754189491272
19	-109.92916	49.530254	-22.367708	-233.28958	109.638885	-38.473354	1.51274	5.7420874	-38.563904	80000	-0.017025296	1269.9126	0.0	-51.652832	1.332416	1.5050172e-09	20.492520809173584
20	-123.45817	79.22904	30.110558	-320.64127	114.44118	-39.601242	0.09366009	-37.899937	-39.629025	84000	0.0016928315	2618.8809	0.0	-53.26465	1.3175429	7.45058e-10	21.505207777023315
21	-121.90019	85.09286	-25.631865	-334.12534	113.02941	-40.738483	1.5155475	-3.6940665	-40.838886	88000	-0.0014556795	2691.0393	0.0	-88.3811	1.3100822	-2.4884939e-09	22.530457735061646
