Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-217.79172	125.5724	-8.437427	-457.3993	86.71111	-0.09126449	0.028197398	0.056342363	-0.22823204	4000	0.012483627	19726.617	0.0	-999.86816	1.3503952	6.556511e-10	1.0116419792175293
1	-215.6085	129.03244	43.317543	-519.8875	102.92105	-3.632441	0.98839206	2.990971	-4.5716653	8000	0.0036400482	17056.338	0.0	-1035.5972	1.3614554	-4.4703485e-10	1.9992668628692627
2	-146.49113	92.97396	8.708736	-454.23914	102.92105	-8.204744	0.2198401	-5.114335	-8.318742	12000	0.013453811	7939.4014	0.0	-342.0669	1.3202771	-1.2516975e-09	3.005237102508545
3	-146.1902	77.19924	3.7280755	-287.17206	122.34375	-10.631773	0.12694119	-8.544635	-10.719701	16000	0.047474403	5891.169	0.0	-267.42163	1.2471807	-1.8924475e-09	4.042457818984985
4	-126.90908	89.94625	0.87435424	-307.54437	127.2	-12.806952	0.11062973	-11.4490795	-12.860742	20000	0.0035506822	5175.1895	0.0	-185.03394	1.253194	-7.1525574e-10	5.062316179275513
5	-123.43596	118.775024	20.192703	-405.26654	125.77419	-14.671614	0.12524527	-12.746256	-14.7234535	24000	0.057095766	6297.4604	0.0	-165.74463	1.175519	5.960465e-10	6.080709934234619
6	-84.87047	126.18609	61.393723	-408.09998	205.46666	-16.40386	0.22909336	-15.501936	-16.528944	28000	0.043777794	2932.7632	0.0	-4.662842	1.2305744	-8.0466267e-10	8.334911108016968
7	-74.319565	78.91545	19.749401	-217.75972	198.26666	-16.82077	0.21542954	-15.732368	-16.934479	32000	-0.0059156083	2679.3696	0.0	-9.030029	1.1565552	-4.023314e-10	9.937241792678833
8	-48.041084	74.05673	133.34766	-253.41034	203.94444	-17.215057	0.14167224	-16.193895	-17.285967	36000	-0.0053531863	2033.1835	0.0	-0.49658203	1.1523591	1.385808e-09	11.509953737258911
9	-66.006805	105.716324	76.348206	-349.44797	264.0	-17.20065	0.15288825	-16.30497	-17.275415	40000	0.029317943	2195.7954	0.0	-3.5441284	1.142353	1.5944241e-09	13.509578943252563
10	-46.87035	71.35536	51.96009	-217.6326	319.0	-16.91817	0.12202379	-16.2881	-16.991495	44000	0.0030271783	1399.5479	0.0	-0.64068604	1.0434201	5.066395e-10	15.405110836029053
11	-80.450294	60.96105	45.975098	-183.50446	390.5	-16.837086	0.13965876	-15.811558	-16.92613	48000	0.0005143136	1138.3209	0.0	-1.7602844	1.0735321	3.784895e-09	17.530532836914062
12	-126.87502	111.15692	54.664986	-264.76364	721.0	-17.04947	0.071528755	-16.605587	-17.10086	52000	-0.019292869	784.83936	0.0	-1.1845398	1.057255	-5.960465e-10	19.96908187866211
13	-52.637802	101.54572	149.19334	-179.54295	478.16666	-17.173801	0.14088964	-15.615614	-17.282425	56000	-0.03804894	1449.3352	0.0	-2.1289062	0.9946531	1.9222497e-09	22.248634815216064
14	126.16324	32.567272	181.08208	95.722466	884.5	-16.995825	0.08512618	-16.407122	-17.057995	60000	-0.10878901	999.8722	0.0	-67.96918	0.9679917	2.5480984e-09	24.91014289855957
15	106.8865	32.75849	140.21945	52.93845	924.5	-15.444759	0.11464184	-14.93636	-15.533231	64000	-0.08341795	916.68494	0.0	-79.67682	0.97165644	4.1127204e-09	27.452948093414307
16	120.61912	74.3184	204.39026	-18.881481	737.0	-13.572785	0.15590441	-13.154618	-13.834024	68000	-0.0703887	1213.5193	0.0	-132.43369	0.97110486	1.8924475e-09	29.661021947860718
17	-7.562504	133.09972	164.00986	-186.70226	502.33334	-8.897952	4.7091675	0.6768875	-12.336542	72000	-0.0664254	1588.0166	0.0	-20.373352	0.9136971	-8.9406926e-11	31.864826917648315
