Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-228.55327	136.4426	-2.7439759	-533.1558	81.520836	-0.08940746	0.029393496	0.04658626	-0.21044679	4000	0.017182989	22867.344	0.0	-1077.8398	1.3494039	1.192093e-10	2.9020941257476807
1	-194.04907	132.3623	16.667038	-610.9848	82.97872	-4.168195	0.44395432	-0.7773806	-4.7381496	8000	0.009543747	16288.414	0.0	-807.13184	1.3604549	3.874302e-10	5.863306999206543
2	-203.62968	108.68174	-13.5179405	-420.09937	91.441864	-8.082636	0.17113918	-3.1917636	-8.213252	12000	-0.0008304845	13674.468	0.0	-591.9531	1.3677869	1.4901161e-10	8.815620183944702
3	-195.09627	95.970345	-53.122097	-403.64825	93.666664	-11.090116	0.14864291	-6.834012	-11.165773	16000	0.0029215899	11564.7	0.0	-511.03125	1.3711795	-2.384186e-10	11.815027952194214
4	-143.68648	78.78674	-30.96372	-384.03754	86.04348	-13.840264	0.066641666	-11.007205	-13.886123	20000	-0.0024951661	5843.47	0.0	-242.22314	1.3746811	2.9802322e-10	14.757859230041504
5	-142.67354	65.751114	-18.453041	-341.55765	93.85714	-15.803903	0.06361676	-14.380461	-15.840223	24000	-0.0028648356	5382.1226	0.0	-230.18555	1.3768549	3.0100347e-09	17.73590111732483
6	-147.71536	101.41629	24.139986	-376.99298	124.625	-17.633972	0.8005352	2.410898	-17.756159	28000	-0.0021126417	5810.716	0.0	-135.45654	1.3760958	7.748604e-10	21.322628259658813
7	-132.50594	80.994415	16.92445	-371.07718	94.42857	-19.227848	0.08158558	-17.51846	-19.254688	32000	-0.0024805728	5156.057	0.0	-185.05566	1.3757342	-2.69711e-09	24.319733142852783
8	-145.9846	96.15454	6.321018	-413.4032	96.63415	-21.032316	0.1261868	-19.306517	-21.059887	36000	0.0034629307	6017.0967	0.0	-245.01172	1.3740865	-1.5646219e-09	27.32537603378296
9	-120.799805	84.48881	-7.261668	-526.1558	91.65116	-23.153921	0.10437173	-19.064949	-23.171053	40000	0.0019267249	4189.516	0.0	-142.74585	1.3719076	-1.0281801e-09	30.32990002632141
10	-141.76634	73.73377	-38.958973	-367.6499	104.60526	-24.850916	0.045970686	-22.8288	-24.865915	44000	-0.0035284837	3743.8584	0.0	-166.66504	1.3693128	-1.7881394e-10	33.354756116867065
11	-142.8055	92.48157	-13.813426	-469.25537	94.666664	-26.68221	0.021440929	-25.650066	-26.692791	48000	-0.0024217358	5673.8643	0.0	-238.85791	1.3663728	5.811453e-10	36.40078616142273
12	-126.06119	77.819725	-3.6144245	-435.89496	101.71795	-28.884256	0.059359435	-28.102304	-28.900787	52000	-0.00026025294	3805.8987	0.0	-123.93823	1.3643659	-8.642673e-10	39.43081593513489
13	-145.8915	90.37654	-9.456339	-404.51483	103.07895	-30.558134	0.01441053	-29.784782	-30.565874	56000	0.007541846	4691.9863	0.0	-203.98047	1.3577513	1.7732382e-09	42.464641094207764
14	-125.66692	67.06726	-27.917294	-324.1729	107.27027	-32.647793	0.061386194	-31.115646	-32.659412	60000	-0.0043241195	2545.0452	0.0	-107.399414	1.3556868	-1.758337e-09	45.51024007797241
15	-135.03096	75.52828	-13.790235	-331.82355	107.10811	-34.240097	0.11121642	-32.0224	-34.25661	64000	-0.0048409835	3599.737	0.0	-138.06226	1.3486178	2.115965e-09	48.57650423049927
16	-123.12621	62.747036	-13.790216	-291.19266	104.89189	-36.031174	0.022841837	-35.620735	-36.038116	68000	-0.015715392	2335.6208	0.0	-93.68579	1.3411554	6.109476e-10	51.61913228034973
17	-128.14903	88.93071	6.005857	-376.15366	117.02941	-37.55868	0.038040675	-36.74007	-37.5675	72000	-0.009628824	3080.5193	0.0	-80.441895	1.3314494	-2.682209e-10	54.71003699302673
18	-130.78	91.74173	34.881805	-379.1004	118.242424	-38.98708	0.048216417	-38.155502	-38.99646	76000	-0.0011757842	3248.3115	0.0	-60.65869	1.3248345	6.2584876e-10	57.7964551448822
19	-154.21973	86.26199	-23.131182	-320.92142	118.181816	-40.26333	0.024342816	-39.740604	-40.270412	80000	0.005837333	3610.9287	0.0	-151.29272	1.3096094	2.0116568e-09	60.95636510848999
