Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-171.24196	102.987724	31.43973	-447.67938	93.166664	-0.15533103	0.02525278	-0.021920623	-0.22949903	4000	0.0026264675	11225.9375	0.0	-783.40234	1.3786957	2.9802324e-10	1.2805800437927246
1	-210.56836	120.02961	25.750912	-556.2298	89.39535	-4.713582	0.6295118	2.5072107	-5.4617014	8000	0.003450539	15630.449	0.0	-957.5513	1.3791492	-7.1525574e-10	2.540595054626465
2	-200.46774	104.8889	5.6167607	-441.2446	94.71429	-9.380301	0.20136397	-4.624374	-9.511583	12000	0.004456453	12805.844	0.0	-595.4487	1.3794451	-6.2584876e-10	3.9397599697113037
3	-222.7177	104.57351	-52.130157	-448.35715	96.875	-12.486881	0.23527697	-6.3978868	-12.594934	16000	-1.36345625e-05	14007.524	0.0	-599.7632	1.3796949	7.748604e-10	5.105824947357178
4	-219.83473	117.216194	-66.78309	-444.45438	89.64286	-15.542463	0.19067349	-4.0349317	-15.570068	20000	0.0016970485	15404.484	0.0	-630.1372	1.3803048	1.4305115e-09	6.19768214225769
5	-214.6928	127.049576	-11.190353	-577.67676	92.92683	-18.55707	0.103861	-14.639675	-18.585558	24000	0.0035015456	12494.793	0.0	-447.72803	1.3802636	-1.4007092e-09	7.442903995513916
6	-201.8478	132.19278	10.91464	-541.3044	92.40476	-21.123829	0.09526328	-18.00174	-21.144596	28000	0.0001771301	12661.881	0.0	-424.75	1.380476	8.9406965e-10	8.601564168930054
7	-202.19669	119.20792	24.18539	-475.87445	87.40909	-23.579454	0.5581274	-12.666934	-23.63026	32000	-0.000121875666	12090.183	0.0	-464.36475	1.3808119	2.0861625e-10	9.765322208404541
8	-152.18747	98.68289	7.018376	-439.76193	90.30232	-26.190302	0.007478621	-25.933142	-26.198048	36000	0.002171442	5628.0454	0.0	-183.46265	1.3808491	-2.3841856e-10	11.35377287864685
9	-211.91527	106.53977	-48.11734	-469.1485	91.333336	-27.90896	0.042288397	-25.743635	-27.918142	40000	0.0012582662	10295.327	0.0	-417.41504	1.3810854	5.662441e-10	12.869941234588623
10	-185.66713	129.93817	2.761884	-476.8028	91.093025	-30.399858	0.027116003	-29.848455	-30.407314	44000	-0.0018082149	10363.383	0.0	-332.88037	1.3812456	5.960464e-11	14.24797511100769
11	-187.75414	97.31154	34.464787	-432.98843	89.38636	-32.702503	0.033543807	-31.857944	-32.70878	48000	0.0016131848	7460.5195	0.0	-289.823	1.3813643	-3.5762787e-10	15.78158712387085
12	-180.01598	110.64169	13.010061	-461.23248	95.560974	-34.864304	0.025400052	-34.19578	-34.869984	52000	0.0015895516	7402.897	0.0	-251.19165	1.3819053	-1.6391277e-09	17.501866102218628
13	-190.49515	103.573875	-0.7029277	-421.05798	92.0	-36.903687	0.014460795	-36.410156	-36.90776	56000	0.0029112343	6959.3955	0.0	-251.99707	1.3818598	6.2584876e-10	18.954339027404785
14	-183.76065	101.36239	-37.588284	-424.85587	92.37209	-38.95839	0.06987421	-36.809605	-38.96595	60000	-0.00065492094	6587.634	0.0	-242.96973	1.3822713	4.768371e-10	20.391638040542603
15	-180.93164	118.812775	7.0572367	-489.166	90.4186	-40.82041	2.6606786	7.1915913	-41.005302	64000	-0.0007763207	7635.0312	0.0	-284.4812	1.3821241	6.854534e-10	21.78396725654602
16	-185.26793	108.018616	32.2503	-474.9592	96.75	-42.996223	0.016017767	-42.536766	-42.999596	68000	-0.00053019077	5770.867	0.0	-175.25977	1.3824123	5.9604655e-11	23.232288122177124
