Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
0	-179.90399	118.687874	-0.7174354	-496.50122	97.875	0.14368607	0.06890293	0.31057322	-0.15754116	4000	-0.0018567694	12906.88	0.0	-784.42676	1.3834772	1.013279e-09	2.977539300918579
1	-172.6827	87.85246	8.605523	-386.4665	96.14634	-4.2167516	0.5504806	-0.3809001	-4.899187	8000	-0.0012358573	10283.848	0.0	-793.70605	1.3831679	8.642673e-10	5.980284214019775
2	-145.22653	90.85638	13.530464	-429.37524	93.40476	-8.880504	0.12426184	-7.2934628	-9.028025	12000	-0.0023575416	7302.3154	0.0	-395.89844	1.3828857	-6.2584876e-10	8.982464075088501
3	-163.18088	85.20185	8.666054	-381.54666	95.95122	-11.806547	0.1980684	-5.394129	-11.8909855	16000	-0.0016058652	7777.7417	0.0	-435.27197	1.3827181	6.854534e-10	12.012295246124268
4	-196.34746	122.672386	15.078873	-480.92017	104.13158	-14.755606	0.13935147	-12.1403885	-14.80607	20000	-0.0023351165	11544.308	0.0	-533.4219	1.3824278	2.9802324e-11	15.04541540145874
5	-178.02597	112.956665	6.9465585	-480.7805	97.097565	-17.916937	0.11714495	-16.162693	-17.953484	24000	-0.0030680224	9661.389	0.0	-428.2002	1.3817747	2.0861626e-10	18.091597080230713
6	-197.04189	95.81352	-19.496138	-359.05612	100.76923	-20.739426	0.07624551	-18.915478	-20.763235	28000	-0.00024813772	8915.992	0.0	-435.9629	1.3815811	-2.2351743e-09	21.124378204345703
7	-197.26346	114.75349	11.721999	-438.05063	99.1	-23.54523	0.0810063	-22.094595	-23.567575	32000	-0.0027896327	10626.651	0.0	-482.2705	1.3816144	1.2218953e-09	24.17448329925537
8	-212.84477	106.21291	-31.985184	-428.84045	98.225	-26.469244	0.041283622	-25.462584	-26.481262	36000	0.0009980259	10258.616	0.0	-484.42383	1.3811927	-6.854534e-10	27.192565202713013
9	-167.59785	113.546005	-32.403667	-539.83435	99.7	-29.380117	0.028538603	-28.697521	-29.38991	40000	-0.0019880044	6590.3354	0.0	-228.82715	1.3811003	1.0430813e-09	30.197575330734253
10	-184.75577	110.58871	-33.10228	-499.26	98.15	-31.440332	0.05974054	-30.647238	-31.45431	44000	-0.00045650423	8072.4434	0.0	-313.08936	1.3807373	1.4305115e-09	33.23613119125366
11	-171.16217	103.52087	36.02911	-417.1887	91.860466	-33.800858	0.024457697	-33.287918	-33.80789	48000	-0.0048260423	6855.976	0.0	-270.04004	1.3806133	-8.3446505e-10	36.23878717422485
12	-187.25883	124.3732	-10.404688	-467.65903	98.625	-36.039883	0.03116993	-35.478966	-36.047405	52000	-0.002648591	8325.493	0.0	-284.60693	1.3804396	9.536744e-10	39.26142120361328
13	-175.55054	136.70924	22.692944	-479.07086	97.12195	-38.34231	0.049409773	-37.110325	-38.35058	56000	-0.004693438	8188.7427	0.0	-237.07617	1.380076	-9.834766e-10	42.25133538246155
